gene_name	human_ensembl_id	pLI	oe_lof_upper	mis_z	oe_lof	oe_mis
RDH5	ENSG00000135437	8.872e-11	1.612	0.39382	1.0559	0.91877
DUSP2	ENSG00000158050	4.4697e-05	1.612	0.084728	0.88249	0.98046
MTIF3	ENSG00000122033	3.9011e-07	1.612	0.35133	0.96629	0.91697
THEM4	ENSG00000159445	3.8919e-07	1.612	0.084143	0.96657	0.97853
REG1B	ENSG00000172023	1.9522e-06	1.612	-1.0406	0.94226	1.3113
PTGIR	ENSG00000160013	0.00088819	1.612	0.39032	0.79906	0.92848
FHL5	ENSG00000112214	4.8464e-10	1.613	-0.31296	1.0421	1.0719
NUBP1	ENSG00000103274	8.7342e-14	1.613	-0.94299	1.1052	1.1947
SAA1	ENSG00000173432	0.01493	1.613	0.015512	0.67019	0.99472
LAMP5	ENSG00000125869	2.6473e-09	1.613	-0.19978	1.0259	1.0447
GSTT2	ENSG00000099984	0.014962	1.613	0.89194	0.66958	0.63487
STAR	ENSG00000147465	8.7679e-11	1.613	-0.089221	1.0569	1.0193
TMEM154	ENSG00000170006	3.8695e-07	1.613	-0.87737	0.96725	1.2534
FOXE3	ENSG00000186790	0.18135	1.613	0.56756	0.39733	0.83281
COPZ2	ENSG00000005243	7.4565e-08	1.614	-0.11739	0.98958	1.0332
TCF23	ENSG00000163792	4.424e-05	1.614	0.76068	0.88417	0.81932
FANCL	ENSG00000115392	5.9404e-23	1.614	-1.3112	1.1981	1.2616
KRT16	ENSG00000186832	1.5006e-14	1.614	-0.31289	1.1167	1.0527
GSTO2	ENSG00000065621	2.6125e-09	1.614	0.30949	1.0272	0.92536
PPP1R3G	ENSG00000219607	4.4228e-05	1.614	0.23382	0.88421	0.95227
NBPF6	ENSG00000186086	0.014909	1.614	-0.37765	0.67059	1.1324
MAGEB3	ENSG00000198798	0.43183	1.614	0.64603	0.0	0.8397
PRSS45	ENSG00000188086	0.00020122	1.614	-0.22203	0.84629	1.0552
AP000322.53	ENSG00000243627	0.18107	1.614	0.23547	0.39794	0.9249
KDM4D	ENSG00000186280	0.43196	1.614	2.161	0.0	0.65534
TMEM52	ENSG00000178821	0.014909	1.614	-0.38373	0.6706	1.1064
PHOSPHO2	ENSG00000144362	0.00020018	1.615	0.71386	0.84726	0.81989
FAM173A	ENSG00000103254	0.00087746	1.615	0.32603	0.80166	0.91663
RPP38	ENSG00000152464	0.00020088	1.615	-0.2172	0.84661	1.0486
C9orf9	ENSG00000165698	4.387e-05	1.616	-0.36241	0.88554	1.0984
GYPE	ENSG00000197465	0.0036896	1.616	-0.22456	0.74551	1.0987
OR51G2	ENSG00000176893	0.0036881	1.616	-1.0953	0.74561	1.2277
TMEM128	ENSG00000132406	0.00019994	1.616	0.38074	0.84748	0.87287
MRPS33	ENSG00000090263	0.0036885	1.616	-0.044008	0.74558	1.016
OR5P2	ENSG00000183303	0.0036817	1.616	-1.7524	0.74604	1.3785
SDR39U1	ENSG00000100445	1.5321e-11	1.616	-0.29226	1.0725	1.062
ADH7	ENSG00000196344	1.5123e-11	1.617	-0.61289	1.0735	1.1164
ZNF337	ENSG00000130684	0.0036778	1.617	-0.45242	0.74631	1.0642
ZNF681	ENSG00000196172	0.0036792	1.617	-0.86507	0.74621	1.1378
GSTM4	ENSG00000168765	1.3834e-08	1.617	0.13254	1.0111	0.96611
KIAA0125	ENSG00000226777	0.00087279	1.617	0.96059	0.8028	0.70036
CTD-2368P22.1	ENSG00000176593	1.3762e-08	1.617	-0.77437	1.0117	1.154
NOL3	ENSG00000140939	0.0001992	1.617	-0.12885	0.84818	1.0322
ELSPBP1	ENSG00000169393	1.5208e-11	1.617	0.0076273	1.0731	0.99802
DUSP28	ENSG00000188542	0.17995	1.618	-1.0538	0.40045	1.3343
RP11-347C12.3	ENSG00000258130	0.055479	1.618	2.0554	0.56931	0.27045
ZC2HC1B	ENSG00000118491	2.5401e-09	1.618	0.46875	1.0298	0.87161
TM4SF4	ENSG00000169903	7.2513e-08	1.618	-0.18077	0.99259	1.0469
SDR42E2	ENSG00000183921	1.3652e-08	1.618	1.1939	1.0125	0.6945
DHRS9	ENSG00000073737	7.2309e-08	1.618	-1.0502	0.99289	1.2252
HOXA9	ENSG00000078399	4.3591e-05	1.618	-0.058324	0.88658	1.0132
RABL2A	ENSG00000144134	7.2529e-08	1.618	0.43566	0.99257	0.8878
CTSE	ENSG00000196188	1.4371e-14	1.618	-0.29633	1.1197	1.0552
OR2AT4	ENSG00000171561	0.0036632	1.618	-0.017179	0.7473	1.0036
RP11-680G10.1	ENSG00000261567	0.4306	1.618	-0.01325	0.0	1.0065
NUDT18	ENSG00000173566	1.8736e-06	1.619	0.5641	0.94758	0.87495
ATP6V1F	ENSG00000128524	0.014736	1.619	0.66473	0.67397	0.80722
ZSCAN4	ENSG00000180532	4.3321e-05	1.619	0.43916	0.8876	0.91809
NOXO1	ENSG00000196408	8.3428e-11	1.619	-0.81148	1.061	1.1546
RWDD2A	ENSG00000013392	3.7145e-07	1.619	1.0732	0.97205	0.75525
AIF1	ENSG00000204472	1.8793e-06	1.619	0.2161	0.94719	0.93085
HSD3B2	ENSG00000203859	7.176e-08	1.619	0.65631	0.99372	0.86693
ASB10	ENSG00000146926	2.6403e-12	1.619	-0.31872	1.0874	1.0513
CR1L	ENSG00000197721	7.6434e-27	1.619	-0.66996	1.2279	1.1073
TPBGL	ENSG00000261594	0.43003	1.62	0.030265	0.0	0.98403
PRR5-ARHGAP8	ENSG00000248405	2.1367e-28	1.62	-3.8642	1.2377	1.5461
OLAH	ENSG00000152463	4.5721e-10	1.62	-0.97482	1.0472	1.2179
SMIM17	ENSG00000268182	0.014713	1.62	0.36797	0.67441	0.86261
OR5M9	ENSG00000150269	0.0036459	1.62	-1.2759	0.74848	1.2711
GLRX2	ENSG00000023572	0.0008599	1.621	0.38656	0.80601	0.87897
CTA-299D3.8	ENSG00000219016	0.014667	1.621	0.47491	0.67534	0.85053
C2orf73	ENSG00000177994	3.6668e-07	1.621	-0.57371	0.97358	1.1408
UCMA	ENSG00000165623	9.061e-06	1.621	-0.19883	0.92139	1.0597
LYRM9	ENSG00000232859	0.014671	1.621	0.33375	0.67525	0.84933
CD300LB	ENSG00000178789	7.086e-08	1.621	0.59403	0.99509	0.8558
IFNE	ENSG00000184995	0.014672	1.621	-0.71453	0.67525	1.1985
ZNF551	ENSG00000204519	0.055038	1.622	-0.22502	0.57206	1.0339
OR51I1	ENSG00000167359	0.00085828	1.622	-1.6345	0.80642	1.3493
LYPD4	ENSG00000183103	9.0339e-06	1.622	-0.14808	0.92182	1.036
AC019171.1	ENSG00000269210	0.05505	1.622	1.1126	0.57198	0.71865
RRP36	ENSG00000124541	7.9308e-14	1.622	-0.080148	1.1121	1.0199
SLC3A1	ENSG00000138079	7.2168e-27	1.623	-3.1434	1.2306	1.4506
GPT	ENSG00000167701	3.5945000000000004e-19	1.623	-1.0013	1.1735	1.1539
C1QTNF6	ENSG00000133466	9.0082e-06	1.623	0.51315	0.92224	0.89462
MYL7	ENSG00000106631	1.8314e-06	1.623	0.057053	0.95056	0.98438
AP000769.1	ENSG00000173727	0.054792	1.624	0.80724	0.57361	0.70262
FOPNL	ENSG00000133393	1.8256e-06	1.624	-0.5891	0.95097	1.1772
PODNL1	ENSG00000132000	4.4042e-13	1.624	0.25196	1.1032	0.95983
FKBPL	ENSG00000204315	7.9526e-11	1.624	1.4189	1.0651	0.71125
SNX16	ENSG00000104497	1.416e-11	1.624	0.9869	1.0789	0.78206
SNCG	ENSG00000173267	0.0008475	1.625	0.22553	0.80916	0.92795
GATSL2	ENSG00000198750	0.42837	1.625	0.4379	0.0	0.63024
LELP1	ENSG00000203784	0.42789	1.626	-0.29041	0.0	1.1112
LTC4S	ENSG00000213316	0.00084628	1.626	-0.13248	0.80947	1.0449
FUOM	ENSG00000148803	0.00019189	1.626	-0.24146	0.85519	1.0751
HPGDS	ENSG00000163106	1.8063e-06	1.626	-1.026	0.95236	1.2813
OR10V1	ENSG00000172289	0.00084587	1.626	-0.29081	0.80957	1.0618
CYBA	ENSG00000051523	8.8678e-06	1.626	0.21542	0.92453	0.94681
RSG1	ENSG00000132881	8.8551e-06	1.626	0.617	0.92474	0.86874
SERPINA1	ENSG00000197249	6.8497e-08	1.626	-0.37307	0.99878	1.0698
RSPH9	ENSG00000172426	2.3881e-09	1.626	0.2371	1.0356	0.94924
AC005481.5	ENSG00000222012	0.42807	1.626	0.1972	0.0	0.93671
HEATR5A	ENSG00000129493	0.054671	1.626	0.50366	0.57437	0.80986
GPRC5A	ENSG00000013588	6.786e-08	1.627	-0.61735	0.9998	1.1205
CELA3B	ENSG00000219073	2.4372e-12	1.627	-0.80916	1.0936	1.1708
ZNF440	ENSG00000171295	0.014464	1.627	-0.52018	0.67941	1.0822
OR5A1	ENSG00000172320	8.8011e-06	1.627	-0.80147	0.92563	1.1766
PLCXD1	ENSG00000182378	4.3087e-10	1.627	-1.5257	1.0526	1.2848
TNFSF18	ENSG00000120337	0.00019152	1.627	-0.55534	0.85556	1.1567
C16orf46	ENSG00000166455	6.8068e-08	1.627	-1.4181	0.99947	1.2753
OR8G1	ENSG00000197849	0.0035718	1.627	-0.76206	0.75363	1.1696
OR9Q1	ENSG00000186509	0.00083932	1.628	-0.22144	0.81127	1.0474
SLFN12L	ENSG00000205045	7.6581e-11	1.628	0.022513	1.0683	0.99626
LAMTOR4	ENSG00000188186	0.0035588	1.628	0.26808	0.75455	0.89788
IL13	ENSG00000169194	0.014426	1.628	0.37275	0.68019	0.88599
HTR3E	ENSG00000186038	4.2286e-10	1.629	-0.51129	1.0542	1.085
GOLGA8F	ENSG00000153684	0.054264	1.629	-0.029996	0.57698	1.014
SMCO3	ENSG00000179256	0.014367	1.629	-0.16529	0.68139	1.0425
C7orf62	ENSG00000164645	4.1459e-05	1.629	-0.17558	0.89484	1.0425
RABIF	ENSG00000183155	0.014371	1.629	-0.068824	0.68131	1.0233
KCNRG	ENSG00000198553	4.1306e-05	1.63	0.20559	0.89545	0.95212
GOLGA6L1	ENSG00000197414	2.3586e-12	1.63	-1.7564	1.0962	1.4382
CDC42SE1	ENSG00000197622	0.0035427	1.63	1.0143	0.7557	0.58678
F2RL3	ENSG00000127533	4.1298e-05	1.63	0.50671	0.89548	0.91066
LBH	ENSG00000213626	0.01436	1.63	0.59114	0.68155	0.79612
C19orf70	ENSG00000174917	0.00083352	1.63	-0.10213	0.81278	1.0352
ZNF100	ENSG00000197020	0.00018933	1.63	-0.82244	0.85773	1.1389
HCAR2	ENSG00000182782	0.00018933	1.63	-0.20446	0.85772	1.0395
SLC46A2	ENSG00000119457	1.3414e-11	1.63	0.14746	1.0833	0.97572
BANF2	ENSG00000125888	0.014314	1.631	0.41925	0.68249	0.83725
OR8B8	ENSG00000197125	0.014312	1.631	-0.23512	0.68253	1.051
NAPSA	ENSG00000131400	7.1709e-14	1.631	0.15785	1.1194	0.97241
ACOT6	ENSG00000205669	0.0035327	1.631	1.1829	0.75642	0.68074
C2orf80	ENSG00000188674	7.5e-11	1.631	-0.10052	1.0701	1.0275
NMS	ENSG00000204640	1.3331e-11	1.631	-0.062558	1.0838	1.0194
EXOG	ENSG00000157036	1.3331e-11	1.631	0.41082	1.0838	0.91896
IL22	ENSG00000127318	0.00018843	1.631	0.17726	0.85863	0.94986
C12orf79	ENSG00000257242	0.00083157	1.631	-0.0049922	0.81329	1.0019
SELPLG	ENSG00000110876	0.1768	1.631	-0.097548	0.40774	1.0177
FCAR	ENSG00000186431	6.5959e-08	1.632	-0.65745	1.0029	1.1439
OR10G3	ENSG00000169208	0.0035194	1.632	-0.24964	0.75737	1.0529
TMEM140	ENSG00000146859	0.053997	1.632	0.073388	0.5787	0.98005
H2AFX	ENSG00000188486	0.17652	1.632	2.0338	0.4084	0.37799
HOXA4	ENSG00000197576	8.5959e-06	1.632	-0.33196	0.92909	1.0815
COX6A1P2	ENSG00000226976	0.42607	1.632	0.39602	0.0	0.8728
GP5	ENSG00000178732	0.00018766	1.632	1.115	0.85941	0.83007
GRTP1	ENSG00000139835	4.0399e-13	1.633	-0.44385	1.1097	1.0858
TMEM69	ENSG00000159596	0.0001867	1.633	0.20328	0.86038	0.94913
SETD6	ENSG00000103037	1.8383e-18	1.633	-0.38985	1.1741	1.069
GSTA1	ENSG00000243955	1.7305e-06	1.633	-1.5968	0.95799	1.4134
CPB1	ENSG00000153002	2.6104e-22	1.633	0.33633	1.2075	0.93938
DNASE2B	ENSG00000137976	3.6644e-16	1.633	0.15509	1.1494	0.96727
SIRPB1	ENSG00000101307	2.3107e-12	1.633	-0.58212	1.0978	1.108
TOR3A	ENSG00000186283	2.3045e-12	1.633	0.12152	1.098	0.97634
ZNF233	ENSG00000159915	0.00018665	1.633	0.36762	0.86043	0.94407
PRR22	ENSG00000212123	0.014248	1.633	-0.005071	0.68385	1.0009
AP4S1	ENSG00000100478	1.7275e-06	1.633	-0.010135	0.95822	1.0031
MARCKSL1	ENSG00000175130	0.014253	1.633	-0.18639	0.68376	1.052
DAP	ENSG00000112977	0.0035018	1.634	0.43823	0.75865	0.82506
TM4SF20	ENSG00000168955	0.0001862	1.634	-0.39573	0.86089	1.1021
RAD51B	ENSG00000182185	2.079e-15	1.634	0.67186	1.1418	0.86476
ALKBH7	ENSG00000125652	1.7207e-06	1.634	0.12584	0.95874	0.97122
LY6K	ENSG00000160886	0.014203	1.634	0.48314	0.6848	0.86225
CDRT1	ENSG00000181464	0.0034983	1.634	0.69031	0.7589	0.83452
MPEG1	ENSG00000197629	3.5925e-16	1.634	-0.052835	1.1507	1.0076
GALNTL5	ENSG00000106648	3.5947e-16	1.634	-0.79172	1.1506	1.1451
AC027763.2	ENSG00000215067	0.17573	1.635	0.41349	0.41029	0.75481
C4orf40	ENSG00000187533	0.00018537	1.635	-0.39871	0.86174	1.1025
S100A6	ENSG00000197956	0.17565	1.635	0.24629	0.41049	0.89975
KLRC3	ENSG00000205810	1.7152e-06	1.635	-0.02015	0.95916	1.0052
DYDC2	ENSG00000133665	0.0034876	1.635	0.41012	0.75968	0.88176
TMEM126B	ENSG00000171204	0.00018551	1.635	-0.17917	0.8616	1.0456
UPK1A	ENSG00000105668	7.2141e-11	1.635	-0.053069	1.0734	1.0113
IGFBPL1	ENSG00000137142	4.0352e-05	1.635	0.43824	0.89933	0.87624
BPIFA1	ENSG00000198183	1.1971e-08	1.636	-0.43901	1.0258	1.1072
MCTP2	ENSG00000140563	6.029999999999999e-52	1.636	-1.416	1.3374	1.1811
AIM2	ENSG00000163568	2.1942e-09	1.636	0.60074	1.0437	0.87677
TMEM239	ENSG00000241690	0.00081616	1.636	0.39488	0.81739	0.90946
HAP1	ENSG00000173805	3.3512e-26	1.637	-0.087661	1.2374	1.0132
UGT2B10	ENSG00000109181	1.0278e-17	1.637	-2.86	1.1692	1.4937
SATL1	ENSG00000184788	4.9995e-20	1.638	-0.17094	1.1922	1.0316
SBK2	ENSG00000187550	3.9689e-05	1.638	0.14149	0.90209	0.97153
CALHM2	ENSG00000138172	8.3082e-06	1.638	-0.10834	0.93411	1.0211
ENDOG	ENSG00000167136	0.00018287	1.638	1.1227	0.86432	0.71518
GLOD5	ENSG00000171433	0.053308	1.638	-0.61047	0.58324	1.2275
NR0B2	ENSG00000131910	8.3377e-06	1.638	0.24978	0.93359	0.9435
OR13C2	ENSG00000257019	0.014056	1.638	-1.3176	0.6879	1.2876
WBSCR28	ENSG00000175877	1.1786e-08	1.638	-0.21225	1.0274	1.0516
GMFG	ENSG00000130755	1.1758e-08	1.638	0.18021	1.0277	0.94455
TIMM22	ENSG00000177370	3.9658e-05	1.638	-0.21954	0.90223	1.0568
NUDT14	ENSG00000183828	3.9537e-05	1.639	-0.031561	0.90274	1.0079
ZNF98	ENSG00000197360	0.0034454	1.639	-0.57201	0.76279	1.1039
FAM216B	ENSG00000179813	0.00081029	1.639	0.12752	0.81898	0.95887
DDI1	ENSG00000170967	2.1471e-09	1.639	0.068498	1.0458	0.98745
MRPS17	ENSG00000249773	1.1728e-08	1.639	0.43378	1.0279	0.89112
H2BFM	ENSG00000101812	0.014026	1.639	-1.0409	0.68855	1.3747
ERICH1	ENSG00000104714	1.1389e-14	1.639	-2.6581	1.136	1.4586
FAM159B	ENSG00000145642	0.0034479	1.639	0.38366	0.7626	0.86686
RP11-211G3.3	ENSG00000228804	0.00080638	1.64	1.0872	0.82005	0.63302
BHMT2	ENSG00000132840	1.9621e-15	1.64	0.67966	1.1457	0.8662
PTX4	ENSG00000251692	3.758e-13	1.64	-0.60872	1.1152	1.0982
FAM132A	ENSG00000184163	6.2063e-08	1.64	-0.24712	1.0096	1.0537
TMEM230	ENSG00000089063	0.00018056	1.641	0.36031	0.86676	0.89532
RPSAP58	ENSG00000205246	0.003425	1.641	-0.31255	0.76432	1.0805
LY6G5B	ENSG00000240053	8.1818e-06	1.641	-0.097248	0.93638	1.0253
ASB18	ENSG00000182177	6.1879e-08	1.641	0.61453	1.01	0.86842
C4orf22	ENSG00000197826	2.0896e-09	1.642	-0.57101	1.0485	1.1411
UBQLNL	ENSG00000175518	2.1123e-12	1.642	-0.54843	1.1049	1.0984
ZDHHC11B	ENSG00000206077	3.6787e-13	1.642	-0.81262	1.1169	1.1653
AZU1	ENSG00000172232	3.9068e-05	1.642	0.13203	0.90474	0.97231
LDHAL6A	ENSG00000166800	3.7764e-10	1.642	0.27225	1.0645	0.94294
SRSF10	ENSG00000188529	0.42275	1.642	0.58922	0.0	0.51447
JOSD2	ENSG00000161677	0.00018012	1.642	0.83448	0.86723	0.78635
AHSA2	ENSG00000173209	0.00018	1.642	-0.90645	0.86736	1.3114
CYP4A11	ENSG00000187048	1.087e-24	1.643	-1.1193	1.2316	1.1843
TMEM159	ENSG00000011638	0.0034061	1.643	0.52342	0.76574	0.84281
FABP12	ENSG00000197416	0.0034043	1.643	-0.10545	0.76588	1.0358
IGLL1	ENSG00000128322	0.013899	1.643	-0.29761	0.69128	1.075
MRPL44	ENSG00000135900	2.0628e-09	1.644	0.078475	1.0497	0.98354
P2RY8	ENSG00000182162	0.0034012	1.644	1.7332	0.76611	0.69932
MXRA7	ENSG00000182534	0.00079422	1.644	-0.02951	0.82341	1.0107
AMY1C	ENSG00000187733	0.0033974	1.644	-0.50268	0.7664	1.2314
C20orf197	ENSG00000176659	0.42195	1.644	-0.16042	0.0	1.0546
C17orf78	ENSG00000167230	2.0653e-09	1.644	0.74871	1.0496	0.81902
PCP4L1	ENSG00000248485	0.052717	1.644	0.08347	0.58722	0.96108
PROK2	ENSG00000163421	0.013828	1.645	-0.26087	0.69283	1.0961
PRR23D1	ENSG00000255251	0.4218	1.645	0.52771	0.0	0.55028
ENDOD1	ENSG00000149218	6.5757e-11	1.645	0.010014	1.0815	0.99825
NTS	ENSG00000133636	3.8527e-05	1.645	-0.23421	0.90708	1.0715
SEC14L3	ENSG00000100012	3.6611999999999997e-23	1.646	0.26321	1.2232	0.95244
C3orf83	ENSG00000225526	3.8261e-05	1.646	0.10457	0.90824	0.97316
AC112715.2	ENSG00000224132	0.42143	1.646	0.68829	0.0	0.64354
MAFA	ENSG00000182759	0.0033727	1.646	0.60983	0.76828	0.84858
CST8	ENSG00000125815	0.0033735	1.646	-1.2582	0.76823	1.4081
OR8B3	ENSG00000196661	0.013798	1.646	-0.49909	0.69348	1.1097
CCT8L2	ENSG00000198445	1.5923e-06	1.647	0.041844	0.96906	0.99335
FABP7	ENSG00000164434	0.00078595	1.647	0.64581	0.82574	0.78139
OR2C1	ENSG00000168158	3.8058e-05	1.647	-0.52719	0.90914	1.1108
MRPL50	ENSG00000136897	3.8088e-05	1.647	-0.73166	0.90901	1.2233
TTC34	ENSG00000215912	6.4816e-11	1.647	0.26864	1.0828	0.95694
CCDC28A	ENSG00000024862	3.6463e-10	1.647	-0.099849	1.0677	1.0233
PLEKHS1	ENSG00000148735	2.1435e-22	1.647	0.77854	1.2181	0.85888
OR6C74	ENSG00000197706	0.0033696	1.647	0.34723	0.76853	0.92284
OR6J1	ENSG00000255804	0.052416	1.647	0.9948	0.58928	0.78974
PRTN3	ENSG00000196415	3.8044e-05	1.647	0.15342	0.9092	0.96417
RASL11A	ENSG00000122035	1.592e-06	1.647	0.80476	0.96908	0.80994
FAM89B	ENSG00000176973	0.05231	1.648	1.0525	0.59001	0.60925
CHST4	ENSG00000140835	2.0001e-09	1.648	0.25632	1.0527	0.95365
GLYATL2	ENSG00000156689	1.5822e-06	1.648	-0.46736	0.96991	1.1078
RGS21	ENSG00000253148	3.8018e-05	1.648	-0.35949	0.90932	1.1152
RNF151	ENSG00000179580	0.00017597	1.648	0.30983	0.87171	0.93217
IFI6	ENSG00000126709	0.013731	1.648	1.3176	0.69497	0.59233
CUTA	ENSG00000112514	3.084e-07	1.649	0.052062	0.99436	0.98625
ZSWIM1	ENSG00000168612	1.1282e-11	1.649	1.2168	1.0976	0.79173
SH2D6	ENSG00000152292	3.7712e-05	1.649	0.46693	0.91069	0.87142
ASCL3	ENSG00000176009	0.013684	1.649	0.12233	0.696	0.96696
CDK20	ENSG00000156345	5.9487e-14	1.649	-0.93971	1.1332	1.1834
AC091801.1	ENSG00000217455	0.17221	1.649	-0.81946	0.41896	1.3018
IGFL2	ENSG00000204866	0.00077735	1.65	-0.18291	0.8282	1.0608
OR10G2	ENSG00000255582	0.0033388	1.65	-1.4221	0.77091	1.2988
MPG	ENSG00000103152	1.9454e-12	1.65	-0.48915	1.1115	1.0972
SPG7	ENSG00000197912	1.9683e-36	1.651	-0.87199	1.2992	1.1126
TP53RK	ENSG00000172315	0.00077469	1.651	0.19783	0.82897	0.95025
FCGR3B	ENSG00000162747	3.0294e-07	1.651	-1.0902	0.99654	1.2579
SAYSD1	ENSG00000112167	3.7399e-05	1.651	-0.52968	0.9121	1.147
INMT	ENSG00000241644	0.0033238	1.651	-0.35823	0.77209	1.0809
TEX29	ENSG00000153495	7.7723e-06	1.651	0.38588	0.94404	0.88833
C8orf48	ENSG00000164743	0.00017347	1.651	-1.2338	0.87449	1.2744
RP11-422N16.3	ENSG00000248050	0.41939	1.652	0.89571	0.0	0.67941
WDR83OS	ENSG00000105583	0.0033142	1.652	0.70024	0.77283	0.75746
FAM167B	ENSG00000183615	0.00077413	1.652	0.37228	0.82913	0.88467
GFER	ENSG00000127554	0.00017308	1.652	-0.19529	0.87492	1.0528
AADACL2	ENSG00000197953	1.0604e-08	1.652	0.20938	1.0384	0.95978
PRR13	ENSG00000205352	0.013585	1.652	-0.4069	0.69824	1.1403
FABP6	ENSG00000170231	1.5516e-06	1.652	0.49511	0.97253	0.86558
RAB27A	ENSG00000069974	3.0027e-07	1.653	-0.51469	0.99763	1.1327
AL021546.6	ENSG00000111780	3.7119e-05	1.653	-0.059551	0.91337	1.0165
RP11-286N22.8	ENSG00000256591	3.6968e-05	1.654	-0.071028	0.91407	1.0217
GOLGA8I	ENSG00000153666	1.9216e-22	1.654	-2.3092	1.2241	1.4613
C1ORF220	ENSG00000184909	3.6903e-05	1.654	0.082797	0.91436	0.97234
NANOS2	ENSG00000188425	0.051664	1.654	0.4838	0.59453	0.86572
CCL27	ENSG00000213927	0.013511	1.654	0.40619	0.69991	0.85089
CCL28	ENSG00000151882	0.051599	1.654	0.4509	0.595	0.85451
LIME1	ENSG00000203896	0.00017155	1.654	1.0572	0.87665	0.76365
OR4D1	ENSG00000141194	0.00017181	1.654	0.35993	0.87635	0.92065
A4GALT	ENSG00000128274	7.6668e-06	1.654	-0.18737	0.94609	1.0345
CCDC166	ENSG00000255181	0.00329	1.655	1.0271	0.77475	0.81247
ACOT4	ENSG00000177465	1.0412e-08	1.655	0.11333	1.0403	0.97828
FLJ00273	ENSG00000269510	0.17062	1.655	0.24885	0.42305	0.91558
SNX10	ENSG00000086300	3.3891e-10	1.655	0.54664	1.0745	0.85414
C11orf74	ENSG00000166352	7.605e-06	1.655	-0.18643	0.94731	1.0508
FAM19A3	ENSG00000184599	3.6668e-05	1.655	0.1311	0.91545	0.9636
FKBP14	ENSG00000106080	1.5229e-06	1.655	0.093856	0.97505	0.97455
ZNF221	ENSG00000159905	0.00076431	1.655	-0.41658	0.832	1.0665
EPHX3	ENSG00000105131	1.6489e-15	1.655	-0.02539	1.1578	1.0049
SLC35E2	ENSG00000215790	0.00076215	1.656	0.18271	0.83263	0.95378
MOGAT3	ENSG00000106384	1.8376e-12	1.656	0.31432	1.1161	0.93938
ALDH3B2	ENSG00000132746	3.1881e-13	1.656	-0.12977	1.1279	1.0231
TIRAP	ENSG00000150455	0.00076118	1.656	-0.27442	0.83292	1.0653
PRSS46	ENSG00000261603	3.6604e-05	1.656	0.76877	0.91575	0.78322
TP53I3	ENSG00000115129	5.9516e-11	1.656	0.5116	1.0903	0.89433
PDYN	ENSG00000101327	0.00017033	1.656	-0.52656	0.87804	1.1246
OBP2A	ENSG00000122136	1.5163e-06	1.656	-0.031136	0.97564	1.0087
PLIN5	ENSG00000214456	1.0481e-11	1.656	-0.51988	1.1038	1.088
FAM166A	ENSG00000188163	1.8249e-12	1.657	-2.2073	1.1167	1.44
GOLGA6L6	ENSG00000215405	2.2875000000000003e-19	1.657	-2.2385	1.2004	1.5014
TMEM156	ENSG00000121895	3.3366e-10	1.657	-0.19308	1.076	1.0443
SHISA3	ENSG00000178343	3.6402e-05	1.657	0.38626	0.91669	0.90843
AC110619.2	ENSG00000218416	0.013399	1.657	-0.088172	0.70247	1.0268
AC011366.3	ENSG00000254106	0.41766	1.657	0.20767	0.0	0.87758
HCAR1	ENSG00000196917	0.00075927	1.657	-0.17324	0.83348	1.0332
DTD2	ENSG00000129480	0.00075939	1.657	0.75987	0.83345	0.77067
SCIN	ENSG00000006747	1.718e-36	1.657	-0.77062	1.3044	1.1139
APOBEC3D	ENSG00000243811	1.3595e-18	1.657	-1.0917	1.1927	1.2016
PDE6G	ENSG00000185527	0.013418	1.657	-0.027169	0.70203	1.0109
RP11-322L20.1	ENSG00000258804	0.051167	1.658	0.29047	0.59809	0.84649
FFAR1	ENSG00000126266	0.00075686	1.658	0.61223	0.8342	0.87492
TAC4	ENSG00000176358	3.6126e-05	1.658	0.066457	0.91799	0.97574
ZNF780B	ENSG00000128000	0.0032592	1.658	-0.408	0.77723	1.055
RLN3	ENSG00000171136	0.013378	1.658	-0.1597	0.70295	1.0472
TMEM247	ENSG00000187600	3.6077e-05	1.659	-0.21554	0.91822	1.0526
PRSS35	ENSG00000146250	3.28e-10	1.659	-0.27261	1.0776	1.0494
ZNF788	ENSG00000214189	0.013342	1.659	0.55493	0.70378	0.75265
MGP	ENSG00000111341	3.6072e-05	1.659	0.11574	0.91824	0.96155
PI3	ENSG00000124102	0.16965	1.659	0.099707	0.42559	0.9663
LCE1E	ENSG00000186226	0.16972	1.659	-1.1385	0.4254	1.4075
PCDH11Y	ENSG00000099715	0.00016811	1.659	-0.14041	0.88059	1.0303
C6orf52	ENSG00000137434	3.6111e-05	1.659	0.68032	0.91806	0.77303
ATP5G2	ENSG00000135390	7.4577e-06	1.659	0.23092	0.95026	0.93939
PTRH1	ENSG00000187024	0.00016798	1.659	-0.032117	0.88075	1.0081
PTPN20B	ENSG00000183675	0.051059	1.659	0.73182	0.59887	0.58061
GP1BA	ENSG00000185245	0.0032325	1.66	-0.30343	0.77939	1.0455
PEX11G	ENSG00000104883	5.4033e-08	1.66	-0.34865	1.0252	1.0864
APOH	ENSG00000091583	1.5614e-15	1.66	0.27608	1.1617	0.94405
KRTAP10-1	ENSG00000215455	0.00016762	1.66	-1.3927	0.88116	1.3078
OR5AC2	ENSG00000196578	0.013314	1.66	-1.0351	0.70444	1.2246
ATOH7	ENSG00000179774	0.050896	1.661	0.30531	0.60006	0.89337
